,Quarter,Minute,Point Differential,Wins,Losses,key,N
2145,3,12,-12,7,53,312-12,60
2146,3,12,-11,9,51,312-11,60
2147,3,12,-10,10,50,312-10,60
2148,3,12,-9,5,55,312-9,60
2149,3,12,-8,10,58,312-8,68
2150,3,12,-7,11,52,312-7,63
2151,3,12,-6,17,64,312-6,81
2152,3,12,-5,23,37,312-5,60
2153,3,12,-4,22,42,312-4,64
2154,3,12,-3,20,53,312-3,73
2155,3,12,-2,29,52,312-2,81
2156,3,12,-1,25,35,312-1,60
2157,3,12,1,25,35,3121,60
2158,3,12,2,35,31,3122,66
2159,3,12,3,25,35,3123,60
2160,3,12,4,39,21,3124,60
2161,3,12,5,37,23,3125,60
2162,3,12,6,42,26,3126,68
2163,3,12,7,41,19,3127,60
2164,3,12,8,41,19,3128,60
2165,3,12,9,48,12,3129,60
2166,3,12,10,48,12,31210,60
2167,3,12,11,46,14,31211,60
2168,3,12,12,48,12,31212,60
2169,3,12,13,55,5,31213,60
2170,3,12,14,57,3,31214,60
2171,3,12,15,51,9,31215,60
2172,3,12,16,55,5,31216,60
2173,3,12,17,53,7,31217,60
2174,3,12,18,56,4,31218,60
2175,3,12,19,55,5,31219,60
2176,3,12,20,57,3,31220,60
2177,3,12,21,58,2,31221,60
2178,3,12,22,55,5,31222,60
2179,3,12,24,56,4,31224,60
2180,3,12,25,57,3,31225,60
2181,3,12,27,59,1,31227,60
2182,3,12,28,60,0,31228,60
2183,3,12,29,60,0,31229,60
2184,3,12,30,60,0,31230,60
2185,3,12,32,60,0,31232,60
2186,3,12,41,60,0,31241,60
2187,4,0,-46,0,60,40-46,60
2188,4,0,-45,0,60,40-45,60
2189,4,0,-44,0,60,40-44,60
2190,4,0,-43,0,60,40-43,60
2191,4,0,-42,0,60,40-42,60
2192,4,0,-41,0,60,40-41,60
2193,4,0,-40,0,60,40-40,60
2194,4,0,-39,0,60,40-39,60
2195,4,0,-38,0,60,40-38,60
2196,4,0,-37,0,60,40-37,60
2197,4,0,-36,0,60,40-36,60
2198,4,0,-35,0,60,40-35,60
2199,4,0,-34,0,60,40-34,60
2200,4,0,-33,0,60,40-33,60
2201,4,0,-32,0,60,40-32,60
2202,4,0,-31,0,60,40-31,60
2203,4,0,-30,0,60,40-30,60
2204,4,0,-29,0,60,40-29,60
2205,4,0,-28,0,60,40-28,60
2206,4,0,-27,0,60,40-27,60
2207,4,0,-26,0,60,40-26,60
2208,4,0,-25,0,60,40-25,60
2209,4,0,-24,0,60,40-24,60
2210,4,0,-23,0,60,40-23,60
2211,4,0,-22,0,72,40-22,72
2212,4,0,-21,0,94,40-21,94
2213,4,0,-20,0,79,40-20,79
2214,4,0,-19,0,85,40-19,85
2215,4,0,-18,0,83,40-18,83
2216,4,0,-17,0,88,40-17,88
2217,4,0,-16,0,97,40-16,97
2218,4,0,-15,0,146,40-15,146
2219,4,0,-14,0,143,40-14,143
2220,4,0,-13,0,184,40-13,184
2221,4,0,-12,0,214,40-12,214
2222,4,0,-11,0,216,40-11,216
2223,4,0,-10,0,261,40-10,261
2224,4,0,-9,0,289,40-9,289
2225,4,0,-8,0,325,40-8,325
2226,4,0,-7,0,318,40-7,318
2227,4,0,-6,0,349,40-6,349
2228,4,0,-5,2,316,40-5,318
2229,4,0,-4,4,327,40-4,331
2230,4,0,-3,17,328,40-3,345
2231,4,0,-2,27,295,40-2,322
2232,4,0,-1,41,194,40-1,235
2233,4,0,1,161,56,401,217
2234,4,0,2,270,43,402,313
2235,4,0,3,315,16,403,331
2236,4,0,4,282,4,404,286
2237,4,0,5,289,4,405,293
2238,4,0,6,298,1,406,299
2239,4,0,7,273,1,407,274
2240,4,0,8,227,0,408,227
2241,4,0,9,184,0,409,184
2242,4,0,10,149,0,4010,149
2243,4,0,11,108,0,4011,108
2244,4,0,12,102,0,4012,102
2245,4,0,13,109,0,4013,109
2246,4,0,14,94,0,4014,94
2247,4,0,15,60,0,4015,60
2248,4,0,16,60,0,4016,60
2249,4,0,17,59,1,4017,60
2250,4,0,18,60,0,4018,60
2251,4,0,19,59,1,4019,60
2252,4,0,20,60,0,4020,60
2253,4,0,21,60,0,4021,60
2254,4,0,22,60,0,4022,60
2255,4,0,23,60,0,4023,60
2256,4,0,24,60,0,4024,60
2257,4,0,25,60,0,4025,60
2258,4,0,26,60,0,4026,60
2259,4,0,27,60,0,4027,60
2260,4,0,28,60,0,4028,60
2261,4,0,29,60,0,4029,60
2262,4,0,30,60,0,4030,60
2263,4,0,31,60,0,4031,60
2264,4,0,32,60,0,4032,60
2265,4,0,33,60,0,4033,60
2266,4,0,34,60,0,4034,60
2267,4,0,35,60,0,4035,60
2268,4,0,39,60,0,4039,60
2269,4,0,44,60,0,4044,60
2270,4,0,50,60,0,4050,60
2271,4,0,52,60,0,4052,60
2272,4,0,53,59,1,4053,60
2273,4,0,54,59,1,4054,60
2274,4,0,58,59,1,4058,60
2275,4,1,-45,0,60,41-45,60
2276,4,1,-44,0,60,41-44,60
2277,4,1,-43,0,60,41-43,60
2278,4,1,-42,0,60,41-42,60
2279,4,1,-41,0,60,41-41,60
2280,4,1,-40,0,60,41-40,60
2281,4,1,-39,0,60,41-39,60
2282,4,1,-38,0,60,41-38,60
2283,4,1,-37,0,60,41-37,60
2284,4,1,-36,0,60,41-36,60
2285,4,1,-35,0,60,41-35,60
2286,4,1,-34,0,60,41-34,60
2287,4,1,-33,0,60,41-33,60
2288,4,1,-32,0,60,41-32,60
2289,4,1,-31,0,60,41-31,60
2290,4,1,-30,0,60,41-30,60
2291,4,1,-29,0,60,41-29,60
2292,4,1,-28,0,60,41-28,60
2293,4,1,-27,0,60,41-27,60
2294,4,1,-26,0,60,41-26,60
2295,4,1,-25,0,62,41-25,62
2296,4,1,-24,0,68,41-24,68
2297,4,1,-23,0,60,41-23,60
2298,4,1,-22,0,60,41-22,60
2299,4,1,-21,0,60,41-21,60
2300,4,1,-20,1,59,41-20,60
2301,4,1,-19,0,67,41-19,67
2302,4,1,-18,0,63,41-18,63
2303,4,1,-17,0,74,41-17,74
2304,4,1,-16,0,80,41-16,80
2305,4,1,-15,0,85,41-15,85
2306,4,1,-14,0,106,41-14,106
2307,4,1,-13,0,115,41-13,115
2308,4,1,-12,0,110,41-12,110
2309,4,1,-11,0,116,41-11,116
2310,4,1,-10,0,107,41-10,107
2311,4,1,-9,0,112,41-9,112
2312,4,1,-8,0,147,41-8,147
2313,4,1,-7,1,141,41-7,142
2314,4,1,-6,1,134,41-6,135
2315,4,1,-5,5,123,41-5,128
2316,4,1,-4,10,108,41-4,118
2317,4,1,-3,22,121,41-3,143
2318,4,1,-2,34,94,41-2,128
2319,4,1,-1,36,75,41-1,111
2320,4,1,1,73,47,411,120
2321,4,1,2,93,39,412,132
2322,4,1,3,108,26,413,134
2323,4,1,4,97,18,414,115
2324,4,1,5,91,10,415,101
2325,4,1,6,84,3,416,87
2326,4,1,7,95,0,417,95
2327,4,1,8,87,0,418,87
2328,4,1,9,99,0,419,99
2329,4,1,10,96,0,4110,96
2330,4,1,11,75,0,4111,75
2331,4,1,12,63,0,4112,63
2332,4,1,13,59,1,4113,60
2333,4,1,14,59,1,4114,60
2334,4,1,15,60,0,4115,60
2335,4,1,16,60,0,4116,60
2336,4,1,17,58,2,4117,60
2337,4,1,18,60,0,4118,60
2338,4,1,19,60,0,4119,60
2339,4,1,20,60,0,4120,60
2340,4,1,21,60,0,4121,60
2341,4,1,22,60,0,4122,60
2342,4,1,23,60,0,4123,60
2343,4,1,24,60,0,4124,60
2344,4,1,25,60,0,4125,60
2345,4,1,26,60,0,4126,60
2346,4,1,27,60,0,4127,60
2347,4,1,28,60,0,4128,60
2348,4,1,29,60,0,4129,60
2349,4,1,30,60,0,4130,60
2350,4,1,31,60,0,4131,60
2351,4,1,32,60,0,4132,60
2352,4,1,33,60,0,4133,60
2353,4,1,34,60,0,4134,60
2354,4,1,42,60,0,4142,60
2355,4,1,44,60,0,4144,60
2356,4,1,46,60,0,4146,60
2357,4,1,48,60,0,4148,60
2358,4,1,51,60,0,4151,60
2359,4,1,53,59,1,4153,60
2360,4,1,55,58,2,4155,60
2361,4,1,57,60,0,4157,60
2362,4,1,58,59,1,4158,60
2363,4,2,-44,0,60,42-44,60
2364,4,2,-43,0,60,42-43,60
2365,4,2,-42,0,60,42-42,60
2366,4,2,-41,0,60,42-41,60
2367,4,2,-40,0,60,42-40,60
2368,4,2,-39,0,60,42-39,60
2369,4,2,-38,0,60,42-38,60
2370,4,2,-37,0,60,42-37,60
2371,4,2,-36,0,60,42-36,60
2372,4,2,-35,0,60,42-35,60
2373,4,2,-34,0,60,42-34,60
2374,4,2,-33,0,60,42-33,60
2375,4,2,-32,0,60,42-32,60
2376,4,2,-31,0,60,42-31,60
2377,4,2,-30,0,60,42-30,60
2378,4,2,-29,0,60,42-29,60
2379,4,2,-28,0,60,42-28,60
2380,4,2,-27,0,60,42-27,60
2381,4,2,-26,0,60,42-26,60
2382,4,2,-25,0,60,42-25,60
2383,4,2,-24,0,60,42-24,60
2384,4,2,-23,0,60,42-23,60
2385,4,2,-22,0,60,42-22,60
2386,4,2,-21,0,60,42-21,60
2387,4,2,-20,0,60,42-20,60
2388,4,2,-19,0,74,42-19,74
2389,4,2,-18,0,69,42-18,69
2390,4,2,-17,0,104,42-17,104
2391,4,2,-16,0,73,42-16,73
2392,4,2,-15,0,76,42-15,76
2393,4,2,-14,0,84,42-14,84
2394,4,2,-13,0,84,42-13,84
2395,4,2,-12,0,105,42-12,105
2396,4,2,-11,0,101,42-11,101
2397,4,2,-10,1,110,42-10,111
2398,4,2,-9,1,108,42-9,109
2399,4,2,-8,2,116,42-8,118
2400,4,2,-7,2,125,42-7,127
2401,4,2,-6,3,104,42-6,107
2402,4,2,-5,9,104,42-5,113
2403,4,2,-4,20,106,42-4,126
2404,4,2,-3,30,86,42-3,116
2405,4,2,-2,39,84,42-2,123
2406,4,2,-1,46,73,42-1,119
2407,4,2,1,54,47,421,101
2408,4,2,2,66,41,422,107
2409,4,2,3,76,21,423,97
2410,4,2,4,100,17,424,117
2411,4,2,5,97,12,425,109
2412,4,2,6,83,7,426,90
2413,4,2,7,74,4,427,78
2414,4,2,8,72,1,428,73
2415,4,2,9,73,1,429,74
2416,4,2,10,68,0,4210,68
2417,4,2,11,60,1,4211,61
2418,4,2,12,58,2,4212,60
2419,4,2,13,59,1,4213,60
2420,4,2,14,57,3,4214,60
2421,4,2,15,59,1,4215,60
2422,4,2,16,60,0,4216,60
2423,4,2,17,59,1,4217,60
2424,4,2,18,60,0,4218,60
2425,4,2,19,60,0,4219,60
2426,4,2,20,60,0,4220,60
2427,4,2,21,60,0,4221,60
2428,4,2,22,60,0,4222,60
2429,4,2,23,60,0,4223,60
2430,4,2,24,60,0,4224,60
2431,4,2,25,60,0,4225,60
2432,4,2,26,60,0,4226,60
2433,4,2,27,60,0,4227,60
2434,4,2,28,60,0,4228,60
2435,4,2,29,60,0,4229,60
2436,4,2,30,60,0,4230,60
2437,4,2,31,60,0,4231,60
2438,4,2,32,60,0,4232,60
2439,4,2,33,60,0,4233,60
2440,4,2,34,60,0,4234,60
2441,4,2,35,60,0,4235,60
2442,4,2,40,60,0,4240,60
2443,4,2,45,60,0,4245,60
2444,4,2,47,60,0,4247,60
2445,4,2,50,60,0,4250,60
2446,4,2,55,59,1,4255,60
2447,4,2,56,59,1,4256,60
2448,4,2,57,58,2,4257,60
2449,4,3,-47,0,60,43-47,60
2450,4,3,-45,0,60,43-45,60
2451,4,3,-43,0,60,43-43,60
2452,4,3,-41,0,60,43-41,60
2453,4,3,-40,0,60,43-40,60
2454,4,3,-39,0,60,43-39,60
2455,4,3,-38,0,60,43-38,60
2456,4,3,-37,0,60,43-37,60
2457,4,3,-36,0,60,43-36,60
2458,4,3,-35,0,60,43-35,60
2459,4,3,-34,0,60,43-34,60
2460,4,3,-33,0,60,43-33,60
2461,4,3,-32,0,60,43-32,60
2462,4,3,-31,0,60,43-31,60
2463,4,3,-30,0,60,43-30,60
2464,4,3,-29,0,60,43-29,60
2465,4,3,-28,0,60,43-28,60
2466,4,3,-27,0,60,43-27,60
2467,4,3,-26,0,60,43-26,60
2468,4,3,-25,0,60,43-25,60
2469,4,3,-24,0,60,43-24,60
2470,4,3,-23,0,60,43-23,60
2471,4,3,-22,0,66,43-22,66
2472,4,3,-21,0,71,43-21,71
2473,4,3,-20,0,80,43-20,80
2474,4,3,-19,0,81,43-19,81
2475,4,3,-18,0,82,43-18,82
2476,4,3,-17,0,93,43-17,93
2477,4,3,-16,0,83,43-16,83
2478,4,3,-15,0,70,43-15,70
2479,4,3,-14,0,83,43-14,83
2480,4,3,-13,0,87,43-13,87
2481,4,3,-12,2,104,43-12,106
2482,4,3,-11,3,106,43-11,109
2483,4,3,-10,4,96,43-10,100
2484,4,3,-9,1,95,43-9,96
2485,4,3,-8,6,107,43-8,113
2486,4,3,-7,8,114,43-7,122
2487,4,3,-6,12,116,43-6,128
2488,4,3,-5,12,107,43-5,119
2489,4,3,-4,15,110,43-4,125
2490,4,3,-3,27,82,43-3,109
2491,4,3,-2,37,79,43-2,116
2492,4,3,-1,41,65,43-1,106
2493,4,3,1,61,43,431,104
2494,4,3,2,73,41,432,114
2495,4,3,3,83,33,433,116
2496,4,3,4,78,20,434,98
2497,4,3,5,74,8,435,82
2498,4,3,6,78,10,436,88
2499,4,3,7,82,5,437,87
2500,4,3,8,60,7,438,67
2501,4,3,9,67,4,439,71
2502,4,3,10,56,4,4310,60
2503,4,3,11,59,1,4311,60
2504,4,3,12,59,1,4312,60
2505,4,3,13,60,0,4313,60
2506,4,3,14,58,2,4314,60
2507,4,3,15,58,2,4315,60
2508,4,3,16,60,0,4316,60
2509,4,3,17,60,0,4317,60
2510,4,3,18,60,0,4318,60
2511,4,3,19,60,0,4319,60
2512,4,3,20,60,0,4320,60
2513,4,3,21,59,1,4321,60
2514,4,3,22,60,0,4322,60
2515,4,3,23,60,0,4323,60
2516,4,3,24,60,0,4324,60
2517,4,3,25,60,0,4325,60
2518,4,3,26,60,0,4326,60
2519,4,3,27,60,0,4327,60
2520,4,3,28,60,0,4328,60
2521,4,3,29,60,0,4329,60
2522,4,3,30,60,0,4330,60
2523,4,3,31,60,0,4331,60
2524,4,3,32,59,1,4332,60
2525,4,3,33,60,0,4333,60
2526,4,3,34,60,0,4334,60
2527,4,3,35,60,0,4335,60
2528,4,3,36,60,0,4336,60
2529,4,3,37,60,0,4337,60
2530,4,3,38,60,0,4338,60
2531,4,3,46,60,0,4346,60
2532,4,3,47,60,0,4347,60
2533,4,3,48,60,0,4348,60
2534,4,3,56,60,0,4356,60
2535,4,3,57,60,0,4357,60
2536,4,3,58,60,0,4358,60
2537,4,4,-49,0,60,44-49,60
2538,4,4,-46,0,60,44-46,60
2539,4,4,-45,0,60,44-45,60
2540,4,4,-44,0,60,44-44,60
2541,4,4,-41,0,60,44-41,60
2542,4,4,-40,0,60,44-40,60
2543,4,4,-39,0,60,44-39,60
2544,4,4,-38,0,60,44-38,60
2545,4,4,-37,0,60,44-37,60
2546,4,4,-36,0,60,44-36,60
2547,4,4,-35,0,60,44-35,60
2548,4,4,-34,0,60,44-34,60
2549,4,4,-33,0,60,44-33,60
2550,4,4,-32,0,60,44-32,60
2551,4,4,-31,0,60,44-31,60
2552,4,4,-30,0,60,44-30,60
2553,4,4,-29,0,60,44-29,60
2554,4,4,-28,0,60,44-28,60
2555,4,4,-27,0,60,44-27,60
2556,4,4,-26,0,60,44-26,60
2557,4,4,-25,0,60,44-25,60
2558,4,4,-24,0,60,44-24,60
2559,4,4,-23,0,60,44-23,60
2560,4,4,-22,0,60,44-22,60
2561,4,4,-21,0,60,44-21,60
2562,4,4,-20,0,70,44-20,70
2563,4,4,-19,0,71,44-19,71
2564,4,4,-18,0,85,44-18,85
2565,4,4,-17,0,93,44-17,93
2566,4,4,-16,0,67,44-16,67
2567,4,4,-15,0,97,44-15,97
2568,4,4,-14,1,71,44-14,72
2569,4,4,-13,2,90,44-13,92
2570,4,4,-12,2,94,44-12,96
2571,4,4,-11,2,108,44-11,110
2572,4,4,-10,5,107,44-10,112
2573,4,4,-9,7,114,44-9,121
2574,4,4,-8,5,103,44-8,108
2575,4,4,-7,7,104,44-7,111
2576,4,4,-6,16,107,44-6,123
2577,4,4,-5,20,103,44-5,123
2578,4,4,-4,27,93,44-4,120
2579,4,4,-3,33,83,44-3,116
2580,4,4,-2,35,92,44-2,127
2581,4,4,-1,41,63,44-1,104
2582,4,4,1,68,51,441,119
2583,4,4,2,77,35,442,112
2584,4,4,3,69,33,443,102
2585,4,4,4,1520,77,444,1597
2586,4,4,4,25,35,444,60
2587,4,4,5,76,23,445,99
2588,4,4,6,61,13,446,74
2589,4,4,7,65,6,447,71
2590,4,4,8,61,9,448,70
2591,4,4,9,57,3,449,60
2592,4,4,10,57,4,4410,61
2593,4,4,11,58,2,4411,60
2594,4,4,12,59,1,4412,60
2595,4,4,13,58,2,4413,60
2596,4,4,14,60,0,4414,60
2597,4,4,15,59,1,4415,60
2598,4,4,16,59,1,4416,60
2599,4,4,17,60,0,4417,60
2600,4,4,18,60,0,4418,60
2601,4,4,19,60,0,4419,60
2602,4,4,20,60,0,4420,60
2603,4,4,21,60,0,4421,60
2604,4,4,22,60,0,4422,60
2605,4,4,23,60,0,4423,60
2606,4,4,24,60,0,4424,60
2607,4,4,25,60,0,4425,60
2608,4,4,26,60,0,4426,60
2609,4,4,27,60,0,4427,60
2610,4,4,28,60,0,4428,60
2611,4,4,29,60,0,4429,60
2612,4,4,30,60,0,4430,60
2613,4,4,31,60,0,4431,60
2614,4,4,32,60,0,4432,60
2615,4,4,33,60,0,4433,60
2616,4,4,34,60,0,4434,60
2617,4,4,35,60,0,4435,60
2618,4,4,36,60,0,4436,60
2619,4,4,43,60,0,4443,60
2620,4,4,44,59,1,4444,60
2621,4,4,46,60,0,4446,60
2622,4,4,57,60,0,4457,60
2623,4,4,58,60,0,4458,60
2624,4,5,-44,0,60,45-44,60
2625,4,5,-42,0,60,45-42,60
2626,4,5,-41,0,60,45-41,60
2627,4,5,-40,0,60,45-40,60
2628,4,5,-39,0,60,45-39,60
2629,4,5,-38,0,60,45-38,60
2630,4,5,-37,0,60,45-37,60
2631,4,5,-36,0,60,45-36,60
2632,4,5,-35,0,60,45-35,60
2633,4,5,-34,0,60,45-34,60
2634,4,5,-33,0,60,45-33,60
2635,4,5,-32,0,60,45-32,60
2636,4,5,-31,0,60,45-31,60
2637,4,5,-30,0,60,45-30,60
2638,4,5,-29,0,60,45-29,60
2639,4,5,-28,0,60,45-28,60
2640,4,5,-27,0,60,45-27,60
2641,4,5,-26,0,60,45-26,60
2642,4,5,-25,0,60,45-25,60
2643,4,5,-24,0,60,45-24,60
2644,4,5,-23,0,60,45-23,60
2645,4,5,-22,0,60,45-22,60
2646,4,5,-21,0,60,45-21,60
2647,4,5,-20,0,60,45-20,60
2648,4,5,-19,0,60,45-19,60
2649,4,5,-18,0,87,45-18,87
2650,4,5,-17,0,92,45-17,92
2651,4,5,-16,0,91,45-16,91
2652,4,5,-15,3,95,45-15,98
2653,4,5,-14,2,70,45-14,72
2654,4,5,-13,2,90,45-13,92
2655,4,5,-12,1,84,45-12,85
2656,4,5,-11,2,85,45-11,87
2657,4,5,-10,2,88,45-10,90
2658,4,5,-9,3,106,45-9,109
2659,4,5,-8,5,112,45-8,117
2660,4,5,-7,11,101,45-7,112
2661,4,5,-6,12,111,45-6,123
2662,4,5,-5,21,92,45-5,113
2663,4,5,-4,26,93,45-4,119
2664,4,5,-3,40,101,45-3,141
2665,4,5,-2,39,78,45-2,117
2666,4,5,-1,49,69,45-1,118
2667,4,5,1,52,45,451,97
2668,4,5,2,68,49,452,117
2669,4,5,3,68,42,453,110
2670,4,5,4,82,14,454,96
2671,4,5,5,60,20,455,80
2672,4,5,6,71,14,456,85
2673,4,5,7,73,13,457,86
2674,4,5,8,65,9,458,74
2675,4,5,9,62,7,459,69
2676,4,5,10,56,6,4510,62
2677,4,5,11,57,3,4511,60
2678,4,5,12,59,1,4512,60
2679,4,5,13,59,1,4513,60
2680,4,5,14,59,1,4514,60
2681,4,5,15,60,0,4515,60
2682,4,5,16,59,1,4516,60
2683,4,5,17,60,0,4517,60
2684,4,5,18,60,0,4518,60
2685,4,5,19,60,0,4519,60
2686,4,5,20,60,0,4520,60
2687,4,5,21,60,0,4521,60
2688,4,5,22,60,0,4522,60
2689,4,5,23,60,0,4523,60
2690,4,5,24,60,0,4524,60
2691,4,5,25,60,0,4525,60
2692,4,5,26,60,0,4526,60
2693,4,5,27,60,0,4527,60
2694,4,5,28,60,0,4528,60
2695,4,5,29,60,0,4529,60
2696,4,5,30,60,0,4530,60
2697,4,5,31,60,0,4531,60
2698,4,5,32,60,0,4532,60
2699,4,5,33,60,0,4533,60
2700,4,5,34,60,0,4534,60
2701,4,5,35,60,0,4535,60
2702,4,5,37,60,0,4537,60
2703,4,5,41,60,0,4541,60
2704,4,5,43,60,0,4543,60
2705,4,5,44,60,0,4544,60
2706,4,5,46,59,1,4546,60
2707,4,5,51,57,3,4551,60
2708,4,5,53,60,0,4553,60
2709,4,5,56,60,0,4556,60
2710,4,6,-44,0,60,46-44,60
2711,4,6,-42,0,60,46-42,60
2712,4,6,-41,0,60,46-41,60
2713,4,6,-40,0,60,46-40,60
2714,4,6,-39,0,60,46-39,60
2715,4,6,-38,0,60,46-38,60
2716,4,6,-37,0,60,46-37,60
2717,4,6,-36,0,60,46-36,60
2718,4,6,-35,0,60,46-35,60
2719,4,6,-34,0,60,46-34,60
2720,4,6,-33,0,60,46-33,60
2721,4,6,-32,0,60,46-32,60
2722,4,6,-31,0,60,46-31,60
2723,4,6,-30,0,60,46-30,60
2724,4,6,-29,0,60,46-29,60
2725,4,6,-28,0,60,46-28,60
2726,4,6,-27,0,60,46-27,60
2727,4,6,-26,0,60,46-26,60
2728,4,6,-25,0,60,46-25,60
2729,4,6,-24,0,60,46-24,60
2730,4,6,-23,0,60,46-23,60
2731,4,6,-22,0,60,46-22,60
2732,4,6,-21,0,60,46-21,60
2733,4,6,-20,0,67,46-20,67
2734,4,6,-19,0,64,46-19,64
2735,4,6,-18,0,60,46-18,60
2736,4,6,-17,2,89,46-17,91
2737,4,6,-16,1,77,46-16,78
2738,4,6,-15,1,95,46-15,96
2739,4,6,-14,1,98,46-14,99
2740,4,6,-13,1,99,46-13,100
2741,4,6,-12,3,76,46-12,79
2742,4,6,-11,2,91,46-11,93
2743,4,6,-10,6,91,46-10,97
2744,4,6,-9,6,76,46-9,82
2745,4,6,-8,6,94,46-8,100
2746,4,6,-7,13,88,46-7,101
2747,4,6,-6,16,97,46-6,113
2748,4,6,-5,17,110,46-5,127
2749,4,6,-4,23,96,46-4,119
2750,4,6,-3,39,97,46-3,136
2751,4,6,-2,45,75,46-2,120
2752,4,6,-1,65,73,46-1,138
2753,4,6,1,57,53,461,110
2754,4,6,2,56,41,462,97
2755,4,6,3,66,38,463,104
2756,4,6,4,60,28,464,88
2757,4,6,5,55,20,465,75
2758,4,6,6,59,19,466,78
2759,4,6,7,67,7,467,74
2760,4,6,8,80,7,468,87
2761,4,6,9,64,5,469,69
2762,4,6,10,62,4,4610,66
2763,4,6,11,49,11,4611,60
2764,4,6,12,55,5,4612,60
2765,4,6,13,56,4,4613,60
2766,4,6,14,60,0,4614,60
2767,4,6,15,59,1,4615,60
2768,4,6,16,60,0,4616,60
2769,4,6,17,59,1,4617,60
2770,4,6,18,59,1,4618,60
2771,4,6,19,60,0,4619,60
2772,4,6,20,60,0,4620,60
2773,4,6,21,60,0,4621,60
2774,4,6,22,60,0,4622,60
2775,4,6,23,60,0,4623,60
2776,4,6,24,60,0,4624,60
2777,4,6,25,60,0,4625,60
2778,4,6,26,60,0,4626,60
2779,4,6,27,60,0,4627,60
2780,4,6,28,60,0,4628,60
2781,4,6,29,60,0,4629,60
2782,4,6,30,60,0,4630,60
2783,4,6,31,60,0,4631,60
2784,4,6,38,60,0,4638,60
2785,4,6,39,59,1,4639,60
2786,4,6,40,60,0,4640,60
2787,4,6,42,60,0,4642,60
2788,4,6,48,60,0,4648,60
2789,4,6,50,60,0,4650,60
2790,4,7,-42,0,60,47-42,60
2791,4,7,-41,0,60,47-41,60
2792,4,7,-40,0,60,47-40,60
2793,4,7,-39,0,60,47-39,60
2794,4,7,-38,0,60,47-38,60
2795,4,7,-37,0,60,47-37,60
2796,4,7,-36,0,60,47-36,60
2797,4,7,-35,0,60,47-35,60
2798,4,7,-34,0,60,47-34,60
2799,4,7,-33,0,60,47-33,60
2800,4,7,-32,0,60,47-32,60
2801,4,7,-31,0,60,47-31,60
2802,4,7,-30,0,60,47-30,60
2803,4,7,-29,0,60,47-29,60
2804,4,7,-28,0,60,47-28,60
2805,4,7,-27,0,60,47-27,60
2806,4,7,-26,0,60,47-26,60
2807,4,7,-25,0,60,47-25,60
2808,4,7,-24,0,60,47-24,60
2809,4,7,-23,0,60,47-23,60
2810,4,7,-22,1,59,47-22,60
2811,4,7,-21,0,60,47-21,60
2812,4,7,-20,2,58,47-20,60
2813,4,7,-19,0,60,47-19,60
2814,4,7,-18,2,71,47-18,73
2815,4,7,-17,2,69,47-17,71
2816,4,7,-16,0,73,47-16,73
2817,4,7,-15,2,79,47-15,81
2818,4,7,-14,4,89,47-14,93
2819,4,7,-13,5,102,47-13,107
2820,4,7,-12,5,105,47-12,110
2821,4,7,-11,5,94,47-11,99
2822,4,7,-10,10,89,47-10,99
2823,4,7,-9,8,69,47-9,77
2824,4,7,-8,10,104,47-8,114
2825,4,7,-7,6,103,47-7,109
2826,4,7,-6,16,102,47-6,118
2827,4,7,-5,13,82,47-5,95
2828,4,7,-4,18,93,47-4,111
2829,4,7,-3,30,101,47-3,131
2830,4,7,-2,28,97,47-2,125
2831,4,7,-1,42,75,47-1,117
2832,4,7,1,52,55,471,107
2833,4,7,2,55,40,472,95
2834,4,7,3,58,29,473,87
2835,4,7,4,65,27,474,92
2836,4,7,5,65,23,475,88
2837,4,7,6,62,17,476,79
2838,4,7,7,61,11,477,72
2839,4,7,8,53,7,478,60
2840,4,7,9,53,7,479,60
2841,4,7,10,54,6,4710,60
2842,4,7,11,53,7,4711,60
2843,4,7,12,57,3,4712,60
2844,4,7,13,54,6,4713,60
2845,4,7,14,60,0,4714,60
2846,4,7,15,57,3,4715,60
2847,4,7,16,60,0,4716,60
2848,4,7,17,60,0,4717,60
2849,4,7,18,60,0,4718,60
2850,4,7,19,59,1,4719,60
2851,4,7,20,59,1,4720,60
2852,4,7,21,60,0,4721,60
2853,4,7,22,60,0,4722,60
2854,4,7,23,60,0,4723,60
2855,4,7,24,60,0,4724,60
2856,4,7,25,60,0,4725,60
2857,4,7,26,60,0,4726,60
2858,4,7,27,60,0,4727,60
2859,4,7,29,60,0,4729,60
2860,4,7,30,60,0,4730,60
2861,4,7,31,60,0,4731,60
2862,4,7,32,59,1,4732,60
2863,4,7,34,60,0,4734,60
2864,4,7,35,60,0,4735,60
2865,4,7,36,60,0,4736,60
2866,4,7,37,60,0,4737,60
2867,4,7,39,60,0,4739,60
2868,4,7,40,60,0,4740,60
2869,4,7,42,60,0,4742,60
2870,4,7,43,59,1,4743,60
2871,4,7,45,60,0,4745,60
2872,4,7,48,60,0,4748,60
2873,4,7,50,59,1,4750,60
2874,4,8,-46,0,60,48-46,60
2875,4,8,-45,0,60,48-45,60
2876,4,8,-44,0,60,48-44,60
2877,4,8,-43,0,60,48-43,60
2878,4,8,-40,0,60,48-40,60
2879,4,8,-39,0,60,48-39,60
2880,4,8,-38,0,60,48-38,60
2881,4,8,-37,0,60,48-37,60
2882,4,8,-36,0,60,48-36,60
