,Quarter,Minute,Point Differential,Wins,Losses,key,N
2883,4,8,-35,0,60,48-35,60
2884,4,8,-34,0,60,48-34,60
2885,4,8,-33,0,60,48-33,60
2886,4,8,-32,0,60,48-32,60
2887,4,8,-31,0,60,48-31,60
2888,4,8,-30,0,60,48-30,60
2889,4,8,-29,0,60,48-29,60
2890,4,8,-28,0,60,48-28,60
2891,4,8,-27,0,60,48-27,60
2892,4,8,-26,0,60,48-26,60
2893,4,8,-25,0,60,48-25,60
2894,4,8,-24,0,60,48-24,60
2895,4,8,-23,0,60,48-23,60
2896,4,8,-22,0,60,48-22,60
2897,4,8,-21,0,60,48-21,60
2898,4,8,-20,0,60,48-20,60
2899,4,8,-19,0,60,48-19,60
2900,4,8,-18,1,69,48-18,70
2901,4,8,-17,1,62,48-17,63
2902,4,8,-16,3,81,48-16,84
2903,4,8,-15,2,82,48-15,84
2904,4,8,-14,3,82,48-14,85
2905,4,8,-13,2,95,48-13,97
2906,4,8,-12,3,83,48-12,86
2907,4,8,-11,3,81,48-11,84
2908,4,8,-10,3,82,48-10,85
2909,4,8,-9,2,87,48-9,89
2910,4,8,-8,13,100,48-8,113
2911,4,8,-7,16,101,48-7,117
2912,4,8,-6,22,92,48-6,114
2913,4,8,-5,19,87,48-5,106
2914,4,8,-4,21,79,48-4,100
2915,4,8,-3,37,86,48-3,123
2916,4,8,-2,37,72,48-2,109
2917,4,8,-1,41,80,48-1,121
2918,4,8,1,59,50,481,109
2919,4,8,2,54,40,482,94
2920,4,8,3,59,38,483,97
2921,4,8,4,50,31,484,81
2922,4,8,5,62,26,485,88
2923,4,8,6,58,12,486,70
2924,4,8,7,53,11,487,64
2925,4,8,8,52,9,488,61
2926,4,8,9,51,9,489,60
2927,4,8,10,52,8,4810,60
2928,4,8,11,55,5,4811,60
2929,4,8,12,55,5,4812,60
2930,4,8,13,59,1,4813,60
2931,4,8,14,59,1,4814,60
2932,4,8,15,58,2,4815,60
2933,4,8,16,58,2,4816,60
2934,4,8,17,60,0,4817,60
2935,4,8,18,60,0,4818,60
2936,4,8,19,60,0,4819,60
2937,4,8,20,60,0,4820,60
2938,4,8,21,60,0,4821,60
2939,4,8,22,60,0,4822,60
2940,4,8,23,60,0,4823,60
2941,4,8,24,60,0,4824,60
2942,4,8,25,60,0,4825,60
2943,4,8,26,60,0,4826,60
2944,4,8,27,60,0,4827,60
2945,4,8,28,60,0,4828,60
2946,4,8,29,60,0,4829,60
2947,4,8,30,60,0,4830,60
2948,4,8,31,60,0,4831,60
2949,4,8,32,60,0,4832,60
2950,4,8,33,59,1,4833,60
2951,4,8,34,60,0,4834,60
2952,4,8,35,60,0,4835,60
2953,4,8,36,60,0,4836,60
2954,4,8,37,59,1,4837,60
2955,4,8,39,60,0,4839,60
2956,4,8,41,60,0,4841,60
2957,4,8,44,60,0,4844,60
2958,4,8,45,60,0,4845,60
2959,4,8,46,60,0,4846,60
2960,4,8,48,59,1,4848,60
2961,4,9,-44,0,60,49-44,60
2962,4,9,-42,0,60,49-42,60
2963,4,9,-41,0,60,49-41,60
2964,4,9,-40,0,60,49-40,60
2965,4,9,-39,0,60,49-39,60
2966,4,9,-38,0,60,49-38,60
2967,4,9,-37,0,60,49-37,60
2968,4,9,-36,0,60,49-36,60
2969,4,9,-35,0,60,49-35,60
2970,4,9,-34,0,60,49-34,60
2971,4,9,-33,0,60,49-33,60
2972,4,9,-32,0,60,49-32,60
2973,4,9,-31,0,60,49-31,60
2974,4,9,-30,0,60,49-30,60
2975,4,9,-29,0,60,49-29,60
2976,4,9,-28,0,60,49-28,60
2977,4,9,-27,0,60,49-27,60
2978,4,9,-26,0,60,49-26,60
2979,4,9,-25,0,60,49-25,60
2980,4,9,-24,1,59,49-24,60
2981,4,9,-23,1,59,49-23,60
2982,4,9,-22,0,60,49-22,60
2983,4,9,-21,2,58,49-21,60
2984,4,9,-20,0,60,49-20,60
2985,4,9,-19,0,60,49-19,60
2986,4,9,-18,1,67,49-18,68
2987,4,9,-17,0,67,49-17,67
2988,4,9,-16,2,78,49-16,80
2989,4,9,-15,1,79,49-15,80
2990,4,9,-14,1,78,49-14,79
2991,4,9,-13,3,87,49-13,90
2992,4,9,-12,3,80,49-12,83
2993,4,9,-11,6,70,49-11,76
2994,4,9,-10,8,82,49-10,90
2995,4,9,-9,6,97,49-9,103
2996,4,9,-8,14,92,49-8,106
2997,4,9,-7,13,93,49-7,106
2998,4,9,-6,21,84,49-6,105
2999,4,9,-5,25,88,49-5,113
3000,4,9,-4,35,94,49-4,129
3001,4,9,-3,27,88,49-3,115
3002,4,9,-2,33,65,49-2,98
3003,4,9,-1,47,68,49-1,115
3004,4,9,1,57,53,491,110
3005,4,9,2,70,50,492,120
3006,4,9,3,69,36,493,105
3007,4,9,4,64,29,494,93
3008,4,9,5,47,23,495,70
3009,4,9,6,57,26,496,83
3010,4,9,7,48,15,497,63
3011,4,9,8,63,7,498,70
3012,4,9,9,58,6,499,64
3013,4,9,10,61,5,4910,66
3014,4,9,11,57,3,4911,60
3015,4,9,12,59,1,4912,60
3016,4,9,13,58,2,4913,60
3017,4,9,14,56,4,4914,60
3018,4,9,15,58,2,4915,60
3019,4,9,16,57,3,4916,60
3020,4,9,17,59,1,4917,60
3021,4,9,18,60,0,4918,60
3022,4,9,19,59,1,4919,60
3023,4,9,20,60,0,4920,60
3024,4,9,21,60,0,4921,60
3025,4,9,22,60,0,4922,60
3026,4,9,23,60,0,4923,60
3027,4,9,24,60,0,4924,60
3028,4,9,25,60,0,4925,60
3029,4,9,26,60,0,4926,60
3030,4,9,27,60,0,4927,60
3031,4,9,28,60,0,4928,60
3032,4,9,29,60,0,4929,60
3033,4,9,30,60,0,4930,60
3034,4,9,31,60,0,4931,60
3035,4,9,33,60,0,4933,60
3036,4,9,34,60,0,4934,60
3037,4,9,37,60,0,4937,60
3038,4,9,39,60,0,4939,60
3039,4,9,40,60,0,4940,60
3040,4,9,41,59,1,4941,60
3041,4,9,42,60,0,4942,60
3042,4,9,48,59,1,4948,60
3043,4,9,49,60,0,4949,60
3044,4,9,50,60,0,4950,60
3045,4,10,-42,0,60,410-42,60
3046,4,10,-41,0,60,410-41,60
3047,4,10,-40,0,60,410-40,60
3048,4,10,-39,0,60,410-39,60
3049,4,10,-38,0,60,410-38,60
3050,4,10,-37,0,60,410-37,60
3051,4,10,-36,0,60,410-36,60
3052,4,10,-35,0,60,410-35,60
3053,4,10,-34,0,60,410-34,60
3054,4,10,-33,0,60,410-33,60
3055,4,10,-32,0,60,410-32,60
3056,4,10,-31,0,60,410-31,60
3057,4,10,-30,0,60,410-30,60
3058,4,10,-29,0,60,410-29,60
3059,4,10,-28,0,60,410-28,60
3060,4,10,-27,0,60,410-27,60
3061,4,10,-26,0,60,410-26,60
3062,4,10,-25,0,60,410-25,60
3063,4,10,-24,0,60,410-24,60
3064,4,10,-23,1,59,410-23,60
3065,4,10,-22,0,60,410-22,60
3066,4,10,-21,0,60,410-21,60
3067,4,10,-20,0,60,410-20,60
3068,4,10,-19,0,60,410-19,60
3069,4,10,-18,1,59,410-18,60
3070,4,10,-17,0,65,410-17,65
3071,4,10,-16,0,77,410-16,77
3072,4,10,-15,0,72,410-15,72
3073,4,10,-14,4,73,410-14,77
3074,4,10,-13,3,84,410-13,87
3075,4,10,-12,5,86,410-12,91
3076,4,10,-11,6,91,410-11,97
3077,4,10,-10,14,91,410-10,105
3078,4,10,-9,7,89,410-9,96
3079,4,10,-8,13,78,410-8,91
3080,4,10,-7,12,85,410-7,97
3081,4,10,-6,18,93,410-6,111
3082,4,10,-5,10,91,410-5,101
3083,4,10,-4,26,96,410-4,122
3084,4,10,-3,36,72,410-3,108
3085,4,10,-2,46,92,410-2,138
3086,4,10,-1,50,83,410-1,133
3087,4,10,1,60,70,4101,130
3088,4,10,2,57,57,4102,114
3089,4,10,3,55,44,4103,99
3090,4,10,4,56,39,4104,95
3091,4,10,5,41,32,4105,73
3092,4,10,6,58,15,4106,73
3093,4,10,7,47,15,4107,62
3094,4,10,8,59,12,4108,71
3095,4,10,9,51,9,4109,60
3096,4,10,10,56,4,41010,60
3097,4,10,11,59,5,41011,64
3098,4,10,12,56,4,41012,60
3099,4,10,13,58,2,41013,60
3100,4,10,14,57,3,41014,60
3101,4,10,15,56,4,41015,60
3102,4,10,16,59,1,41016,60
3103,4,10,17,59,1,41017,60
3104,4,10,18,59,1,41018,60
3105,4,10,19,60,0,41019,60
3106,4,10,20,60,0,41020,60
3107,4,10,21,60,0,41021,60
3108,4,10,22,60,0,41022,60
3109,4,10,23,60,0,41023,60
3110,4,10,24,60,0,41024,60
3111,4,10,25,60,0,41025,60
3112,4,10,26,60,0,41026,60
3113,4,10,27,60,0,41027,60
3114,4,10,28,60,0,41028,60
3115,4,10,29,60,0,41029,60
3116,4,10,30,60,0,41030,60
3117,4,10,31,60,0,41031,60
3118,4,10,32,60,0,41032,60
3119,4,10,34,60,0,41034,60
3120,4,10,35,60,0,41035,60
3121,4,10,36,60,0,41036,60
3122,4,10,37,60,0,41037,60
3123,4,10,38,60,0,41038,60
3124,4,10,48,60,0,41048,60
3125,4,11,-43,0,60,411-43,60
3126,4,11,-41,0,60,411-41,60
3127,4,11,-40,0,60,411-40,60
3128,4,11,-39,0,60,411-39,60
3129,4,11,-38,0,60,411-38,60
3130,4,11,-37,0,60,411-37,60
3131,4,11,-36,0,60,411-36,60
3132,4,11,-35,0,60,411-35,60
3133,4,11,-34,0,60,411-34,60
3134,4,11,-33,0,60,411-33,60
3135,4,11,-32,0,60,411-32,60
3136,4,11,-31,0,60,411-31,60
3137,4,11,-30,0,60,411-30,60
3138,4,11,-29,0,60,411-29,60
3139,4,11,-28,0,60,411-28,60
3140,4,11,-27,0,60,411-27,60
3141,4,11,-26,0,60,411-26,60
3142,4,11,-25,0,60,411-25,60
3143,4,11,-24,1,59,411-24,60
3144,4,11,-23,2,58,411-23,60
3145,4,11,-22,0,60,411-22,60
3146,4,11,-21,1,59,411-21,60
3147,4,11,-20,0,60,411-20,60
3148,4,11,-19,0,60,411-19,60
3149,4,11,-18,1,59,411-18,60
3150,4,11,-17,0,60,411-17,60
3151,4,11,-16,2,58,411-16,60
3152,4,11,-15,0,60,411-15,60
3153,4,11,-14,1,59,411-14,60
3154,4,11,-13,3,61,411-13,64
3155,4,11,-12,5,58,411-12,63
3156,4,11,-11,7,83,411-11,90
3157,4,11,-10,7,55,411-10,62
3158,4,11,-9,6,82,411-9,88
3159,4,11,-8,6,82,411-8,88
3160,4,11,-7,6,75,411-7,81
3161,4,11,-6,11,62,411-6,73
3162,4,11,-5,16,67,411-5,83
3163,4,11,-4,18,73,411-4,91
3164,4,11,-3,22,59,411-3,81
3165,4,11,-2,30,74,411-2,104
3166,4,11,-1,33,49,411-1,82
3167,4,11,1,44,38,4111,82
3168,4,11,2,50,38,4112,88
3169,4,11,3,32,31,4113,63
3170,4,11,4,40,22,4114,62
3171,4,11,5,46,19,4115,65
3172,4,11,6,51,25,4116,76
3173,4,11,7,43,17,4117,60
3174,4,11,8,47,13,4118,60
3175,4,11,9,46,14,4119,60
3176,4,11,10,58,6,41110,64
3177,4,11,11,52,8,41111,60
3178,4,11,12,59,1,41112,60
3179,4,11,13,58,2,41113,60
3180,4,11,14,59,1,41114,60
3181,4,11,15,56,4,41115,60
3182,4,11,16,58,2,41116,60
3183,4,11,17,59,1,41117,60
3184,4,11,18,59,1,41118,60
3185,4,11,19,59,1,41119,60
3186,4,11,20,59,1,41120,60
3187,4,11,21,60,0,41121,60
3188,4,11,22,60,0,41122,60
3189,4,11,23,60,0,41123,60
3190,4,11,24,60,0,41124,60
3191,4,11,25,60,0,41125,60
3192,4,11,26,60,0,41126,60
3193,4,11,27,60,0,41127,60
3194,4,11,28,60,0,41128,60
3195,4,11,29,60,0,41129,60
3196,4,11,30,60,0,41130,60
3197,4,11,31,60,0,41131,60
3198,4,11,32,60,0,41132,60
3199,4,11,33,60,0,41133,60
3200,4,11,34,59,1,41134,60
3201,4,11,35,60,0,41135,60
3202,4,11,36,60,0,41136,60
3203,4,11,43,60,0,41143,60
3204,4,11,46,60,0,41146,60
3205,4,12,-42,0,60,412-42,60
3206,4,12,-41,0,60,412-41,60
3207,4,12,-40,0,60,412-40,60
3208,4,12,-39,0,60,412-39,60
3209,4,12,-37,0,60,412-37,60
3210,4,12,-36,0,60,412-36,60
3211,4,12,-34,0,60,412-34,60
3212,4,12,-33,0,60,412-33,60
3213,4,12,-32,0,60,412-32,60
3214,4,12,-31,0,60,412-31,60
3215,4,12,-30,0,60,412-30,60
3216,4,12,-29,0,60,412-29,60
3217,4,12,-28,0,60,412-28,60
3218,4,12,-27,0,60,412-27,60
3219,4,12,-26,0,60,412-26,60
3220,4,12,-25,0,60,412-25,60
3221,4,12,-24,0,60,412-24,60
3222,4,12,-23,0,60,412-23,60
3223,4,12,-22,0,60,412-22,60
3224,4,12,-21,1,59,412-21,60
3225,4,12,-20,1,59,412-20,60
3226,4,12,-19,0,60,412-19,60
3227,4,12,-18,1,59,412-18,60
3228,4,12,-17,0,60,412-17,60
3229,4,12,-16,0,60,412-16,60
3230,4,12,-15,1,59,412-15,60
3231,4,12,-14,4,56,412-14,60
3232,4,12,-13,3,57,412-13,60
3233,4,12,-12,2,58,412-12,60
3234,4,12,-11,1,59,412-11,60
3235,4,12,-10,2,58,412-10,60
3236,4,12,-9,4,56,412-9,60
3237,4,12,-8,12,48,412-8,60
3238,4,12,-7,10,64,412-7,74
3239,4,12,-6,8,52,412-6,60
3240,4,12,-5,14,46,412-5,60
3241,4,12,-4,21,47,412-4,68
3242,4,12,-3,14,46,412-3,60
3243,4,12,-2,16,44,412-2,60
3244,4,12,-1,32,37,412-1,69
3245,4,12,1,34,26,4121,60
3246,4,12,2,31,29,4122,60
3247,4,12,3,37,23,4123,60
3248,4,12,4,36,24,4124,60
3249,4,12,5,41,19,4125,60
3250,4,12,6,45,15,4126,60
3251,4,12,7,47,13,4127,60
3252,4,12,8,53,7,4128,60
3253,4,12,9,51,9,4129,60
3254,4,12,10,57,3,41210,60
3255,4,12,11,56,4,41211,60
3256,4,12,12,56,4,41212,60
3257,4,12,13,56,4,41213,60
3258,4,12,14,57,3,41214,60
3259,4,12,15,59,1,41215,60
3260,4,12,16,59,1,41216,60
3261,4,12,17,60,0,41217,60
3262,4,12,18,59,1,41218,60
3263,4,12,19,60,0,41219,60
3264,4,12,20,60,0,41220,60
3265,4,12,21,59,1,41221,60
3266,4,12,22,60,0,41222,60
3267,4,12,23,60,0,41223,60
3268,4,12,24,60,0,41224,60
3269,4,12,25,60,0,41225,60
3270,4,12,26,60,0,41226,60
3271,4,12,27,60,0,41227,60
3272,4,12,28,60,0,41228,60
3273,4,12,29,60,0,41229,60
3274,4,12,31,60,0,41231,60
3275,4,12,33,60,0,41233,60
3276,4,12,35,60,0,41235,60
3277,4,12,38,60,0,41238,60
3278,4,12,39,60,0,41239,60
